country,nuts_code,region,infant_mortality,satisfaction_water_quality,uncollected_sewage,sewage_treatment,safety_at_night,money_stolen,assaulted,traffic_deaths,low_achieving_reading_level,low_achieving_maths_science,lower_secondary_only,early_school_leavers,broadband_at_home,digital_skills_above_basic,online_interaction_public_authorities,internet_access,freedom_media,subjective_health_status,cancer_death,heart_death,years_life_lost_pollution,positive_emotions,pollution_no2,pollution_somo35,pollution_pm25,bathing_water_quality,trust_national_government,trust_legal_system,trust_police,voiced_opinion,female_participation,institution_quality,freedom_life_choices,job_opp,teenage_pregnancy,young_people_neet,institutions_corruption,institution_impartiality,tt_immigrants,tt_minorities,tt_lgtb,women_respect,tertiary_education,lifelong_learning,academic_citations,gdp_per_capita_2022
FR,FRK2,Rhône-Alpes,50.156742518646226,54.88528239553096,55.049892684087084,52.44047827195008,47.52216233970047,17.94958229927623,17.652103205214896,55.10995073277287,54.91687993373285,55.33737572861065,60.380023717185125,57.83725319895184,47.51564176363659,57.375518943568814,65.96817497655593,57.54199277456268,50.794069073314574,50.917068176688964,59.775499928659514,65.09328723384795,59.337190167636514,51.89510697078637,48.31380300267292,41.71819807768703,57.3094809900508,48.79321788848345,46.32881721880755,48.13920852705114,53.34477501884675,67.23971043468094,67.92859350393866,52.333158905476566,48.159765564641454,41.731025553587784,57.53596757913125,52.897489694148526,41.26954021353921,56.25340441253163,45.48873221535401,50.70048502561366,61.278002959900505,43.47401532165698,71.84306056642761,57.342035946653716,51.058391771256005,54.12431575486855
FR,FRL0,Provence-Alpes-Côte d’Azur,51.30618765538514,51.04673322650387,55.049892684087084,29.527963794482737,44.221807046010795,50.47743740767346,28.447125698759972,44.71828621738602,54.91687993373285,55.33737572861065,53.219887523451305,56.95509704113441,46.451618525066394,57.58904794009516,66.10035163997328,61.14325094503907,54.71470362744184,46.440990054665434,54.689376348103266,62.764093310385164,58.75364368329298,56.93879435438555,38.59173458951246,22.545289268866405,56.41500312556374,44.93337803875786,61.55633793772015,53.40268300574736,59.78399357381603,52.67005568749915,68.29178968971442,55.04035643878263,57.027595846405966,40.85567724401497,55.53798769542918,45.327039952946336,53.80881777867042,48.825895540398776,51.5647094896252,64.11333031911538,58.13032897174373,47.73705117484448,63.93299758897461,51.20130597726186,46.524725798832954,55.61887360258506
FR,FRM0,Corse,57.053413339079775,49.498872220265284,55.049892684087084,16.308585494872073,56.112252536355854,32.527915477473854,27.7795509432042,25.32051245533055,54.91687993373285,55.33737572861065,38.461239450653025,49.9463178971562,2.095149767170261,49.67661234659171,69.16519802296324,40.18178411983581,53.81370073750037,30.586027195377767,56.26598558410757,62.146779107952945,65.93636719964208,44.849213076949304,69.92990957382882,31.072994343726474,67.30424991980027,52.79937247093945,50.691462429447434,57.48951627996758,52.49438741607695,51.18797299401017,74.43939612427472,54.223089258916644,55.08589469182408,35.272805918527574,59.917430778427416,21.146797495972145,53.75859370297563,65.02672337846836,44.21598333716034,66.0394526929586,56.463740113343796,45.56865411078588,48.27430149075131,38.91984603847814,35.47587984672359,45.62401799598084
FR,FRY1,Guadeloupe,0.0,47.90299183717722,55.049892684087084,45.868693303230195,46.37511858779904,29.919582646568294,29.30573442204783,0.0,54.91687993373285,55.33737572861065,28.52472391649182,36.09840502416471,2.9596686485085844,54.68268104293118,61.45764633743865,51.06466668225582,54.88019682402786,45.209070509994326,69.81413613756823,61.07296364657924,60.90425302830721,56.54615123350777,59.52523269416156,49.587800023555545,59.67274472226647,44.06528405862972,52.334903114429046,52.373107412000245,58.11569564557399,58.78950339730632,71.65960886690827,27.73001151159436,53.516848219564636,41.13324555551958,44.39743409490719,22.50269894215762,71.77229551883836,41.67095580118824,49.17175258908965,57.021832590955555,59.19620701752471,43.78522974795262,35.35991295613416,36.72672819226677,33.56868164003262,42.07444310765411
FR,FRY2,Martinique,0.0,47.90299183717722,55.049892684087084,38.60863695886276,46.37511858779904,29.919582646568294,29.30573442204783,27.398845358407925,54.91687993373285,55.33737572861065,36.26936102399982,35.7203380993858,37.67342680686206,54.68268104293118,62.14331277891618,51.06466668225582,54.88019682402786,45.209070509994326,60.657332213204285,58.44289389335958,60.90425302830721,56.54615123350777,59.52523269416156,49.587800023555545,59.67274472226647,39.43661969265915,52.334903114429046,52.373107412000245,58.11569564557399,58.78950339730632,66.57486226604706,33.94464735849194,53.516848219564636,41.13324555551958,43.3852686414476,23.745608601160964,61.57680815279709,47.428978734171956,49.17175258908965,57.021832590955555,59.19620701752471,43.78522974795262,43.592835646952594,44.62195243862773,32.942789822134046,43.66241082085291
FR,FRY3,Guyane,0.0,47.90299183717722,55.049892684087084,0.0,46.37511858779904,29.919582646568294,29.30573442204783,0.3805176184020912,54.91687993373285,55.33737572861065,7.9210667059516515,0.0,15.561693880324622,54.68268104293118,64.74554083994538,51.06466668225582,54.88019682402786,45.209070509994326,70.01900626428065,50.065058288922216,60.90425302830721,56.54615123350777,59.52523269416156,49.587800023555545,59.67274472226647,0.0,52.334903114429046,52.373107412000245,58.11569564557399,58.78950339730632,59.53545982901045,22.553986039109805,53.516848219564636,41.13324555551958,0.0,0.0,67.08471512065847,42.25016520864814,49.17175258908965,57.021832590955555,59.19620701752471,43.78522974795262,31.80845610911444,38.04259889999359,34.881464472479685,33.013686155872726
FR,FRY4,La Réunion,13.374498143000615,47.90299183717722,55.049892684087084,46.27822246489637,46.37511858779904,29.919582646568294,29.30573442204783,50.26050729225901,54.91687993373285,55.33737572861065,22.971965235637015,33.388925396582536,42.92704154730252,54.68268104293118,60.482843444735636,51.06466668225582,54.88019682402786,45.209070509994326,61.45009052961322,57.146015316821284,60.90425302830721,56.54615123350777,59.52523269416156,49.587800023555545,59.67274472226647,50.412416631550464,52.334903114429046,52.373107412000245,58.11569564557399,58.78950339730632,77.94620466433685,53.08232048702038,53.516848219564636,41.13324555551958,27.038125532336434,10.977536649581127,61.81118717270609,53.74917550380795,49.17175258908965,57.021832590955555,59.19620701752471,43.78522974795262,35.03705324276873,42.20952280779521,34.318797964333406,41.32716418379586
FR,FRY5,Mayotte,0.0,47.90299183717722,0.0,0.0,46.37511858779904,29.919582646568294,29.30573442204783,54.41717309841375,54.91687993373285,55.33737572861065,49.3475689696973,32.12870231398618,30.158762684459855,54.68268104293118,61.56503987646524,51.06466668225582,54.88019682402786,45.209070509994326,59.81112951591384,38.948215130835976,60.90425302830721,56.54615123350777,59.52523269416156,49.587800023555545,59.67274472226647,10.73315073001911,52.334903114429046,52.373107412000245,58.11569564557399,58.78950339730632,73.34351845550528,14.721842232060798,53.516848219564636,41.13324555551958,0.0,14.367290265044804,77.41413335521915,50.376132483894395,49.17175258908965,57.021832590955555,59.19620701752471,43.78522974795262,36.328492096230455,41.11296388468952,42.102994761033116,29.183881671099147
HR,HR02,Panonska Hrvatska,42.110626561473744,37.58649251646687,35.76258226706283,2.6292622341185528,62.0272200883795,47.94039700687971,40.45497361765982,22.549401917894055,53.320425148503645,25.387547460445255,53.219887523451305,75.10230943052191,38.50469496199504,55.63437389248084,37.508887134506395,43.02052479023132,32.49570642907326,37.93708197308279,26.034280798804822,37.1066475521516,28.628716993929075,28.44475967707502,54.209520279316926,40.8028011304711,25.558116724970603,27.844834150054492,28.678858463748668,15.101534453711526,46.17641720159772,45.71390354657477,43.1669664903179,35.52810251948229,28.51885641639559,28.236042002115497,47.76938986254234,30.299132257724054,73.61384496098046,30.035660939567283,1.5653537902446428,8.646853035047412,18.363408878051317,28.72819603283723,24.059822988344152,30.585998222874906,41.01947304277152,28.716832343687738
HR,HR03,Jadranska Hrvatska,38.662291151256966,51.81853653895742,30.27061178896392,0.0,71.38100723015519,70.5893154765151,65.12473206587957,19.77829138045756,53.320425148503645,25.387547460445255,65.34828148426574,80.0171794526477,42.89379082109719,58.07011070617253,39.45023187844882,53.98998988695182,25.72232905703172,37.93708197308279,31.67266298180324,46.034359673041195,46.581517986242844,41.8839140659822,58.81513627172538,26.975253856259933,47.1152828097392,66.53404084910096,31.429832502104134,16.37132676271839,51.837985964042446,34.01859241768959,45.62661245341717,34.79596733751901,20.973505418811726,38.732902950433754,57.99724961208638,41.37232740157204,65.47754469842536,33.59609523836492,11.5147190982751,14.567703905729376,26.201435773247876,33.03794294465537,36.489921952913164,33.4370514229497,41.01947304277152,34.13460454166011
HR,HR05,Grad Zagreb,61.65119388603547,26.49358421124075,55.049892684087084,0.0,50.907178471930315,32.317381441571,12.956097011695386,62.03772707636411,53.320425148503645,25.387547460445255,71.04716539356407,75.98446558833936,38.50469496199504,55.63437389248084,37.508887134506395,67.78014770175913,49.84934447034724,37.93708197308279,26.034280798804822,37.1066475521516,22.07567907170501,43.145904481415045,27.525111712876587,38.64278739753752,17.703490552124578,0.0,45.363665610157405,27.886143692661175,40.52769420109365,37.888954042815364,58.96012405290646,27.117061126694875,19.708798721117073,59.54942758148229,57.8558360470293,61.71084909435408,72.02341589731228,23.902855448815398,31.419951332893515,37.94717489674866,42.281851078486234,26.66911539946056,67.00016486594618,39.35846960772042,39.18912259918808,48.239494229484755
HR,HR06,Sjeverna Hrvatska,34.064510604301276,37.01877194448204,49.41086739823632,1.581136048096643,69.31280155527287,26.823051753237365,40.647336570802956,41.947175679949524,53.320425148503645,25.387547460445255,55.99626686387871,76.11048789659901,38.50469496199504,55.63437389248084,37.508887134506395,56.050015675787634,34.97561076085224,37.93708197308279,26.034280798804822,37.1066475521516,35.28544390806637,46.14406540224187,55.68577452401436,38.71394012167984,33.67686737011481,28.833105815910837,38.922208340217786,10.446268911205332,52.828004257065494,40.4868645596604,43.957137276041905,38.60988084356027,20.65928753611277,49.707534958282565,45.56912080666331,48.26482641968151,68.4072824472878,42.14795178380228,11.726232127383817,23.980329677218545,23.494169908489656,38.91349951718514,29.0641485455083,31.24393357673832,42.84982348635496,31.612538173638487
HU,HU11,Budapest,67.3984195697301,61.23048091469159,55.049892684087084,58.79479030387965,41.787804890604136,63.49260166489202,49.679500608117834,66.19439288251886,44.125980949181724,42.536046389773965,73.23904382021729,68.29710478450158,70.29238921428043,43.06934603229667,73.65094353768976,62.32814521078664,14.388061834667335,49.68932673514426,19.66549207709255,33.72957573884589,17.806788645809966,53.59651066800922,0.30736998660119885,47.80463972209938,27.075339823449262,27.576114921333083,38.97282413121381,40.38813566717588,37.99976519826181,48.115831453708694,29.40878646211268,28.189724300268974,40.70751327024956,62.048046142171245,53.57194750798022,64.42265198672501,75.52235983738225,36.01514629305038,26.187513252552446,35.0554183139804,43.1164830843622,31.772133496881388,86.53317752455462,41.770899238552936,57.917559546442035,52.349528310705175
HU,HU12,Pest,65.09952929625224,51.54285443017882,55.049892684087084,42.231766376017774,46.81219749666191,72.6778836061905,44.487955377158634,48.87495202354076,44.125980949181724,42.536046389773965,63.594778742943156,47.50342392166173,63.64224397321654,42.275721554854364,62.19287902769769,59.23849839174813,17.83145167057004,49.68932673514426,4.407121335423833,23.001796153721134,26.407366665739367,45.213513556211176,35.5754296882538,46.20871186270332,35.041411704075244,23.05356279244458,50.106027113257056,32.51700900437218,39.367370575596844,49.51165247097446,35.68517674688299,29.228334674682,47.444651759037846,53.19148531872619,44.412711513710164,58.321095478890406,76.0748246700249,38.945264471965174,24.31049617230103,44.199987776209504,37.22518311078642,44.426862237946786,48.92002091748217,38.48122246923587,33.7341350438512,32.45322696297903
HU,HU21,Közép-Dunántúl,38.662291151256966,52.741195134557294,55.049892684087084,48.55970237795797,54.519216464750876,58.4152806565078,64.73248607864998,31.555511164562667,44.125980949181724,42.536046389773965,59.503272346523836,43.34468774909375,58.58813359000795,41.67256695199823,60.615020108153,46.19851889504467,23.37735760786517,44.33959224343786,0.0,19.30828596774008,31.755790579977887,21.871682065251893,51.8696529766162,45.42547475584723,40.216763848618534,46.94048086516649,51.95356750163332,36.02002089300582,45.99764023374188,43.44203591776899,27.75087204726765,33.348723373173,49.55428699539612,54.390823078122544,42.004473933178005,56.174251522430076,69.7800738496119,37.531312094930705,12.414705075010273,30.41025591919679,35.745488585291874,47.22574000983731,32.93846510589344,38.91984603847814,35.44036228178127,33.57414534876642
HU,HU22,Nyugat-Dunántúl,49.0072973819073,62.016695989115036,55.049892684087084,43.445086264713055,50.84527820464814,57.34468981815072,45.60951870149587,46.10384148610427,44.125980949181724,42.536046389773965,63.594778742943156,61.49190013848127,57.88986833969626,41.589236381866776,59.70630554715868,49.02960691394305,26.17989690037649,44.33959224343786,9.867355582150594,24.734425931976297,32.07818790006213,40.8566405475626,56.21780063862395,41.84628827642117,40.59136721136682,32.28119651821186,46.326516735284144,33.97699778748342,38.80028385412364,43.90907611586206,17.840537701947646,31.441766620152368,36.93215543254143,52.13781557466025,48.48932161695067,63.63170947645015,72.14060540726678,29.93344751472142,22.384938341971576,34.52235279789127,30.504915152593963,35.56519168873262,33.26132481925887,37.60397533075132,34.23035023955877,33.013686155872726
HU,HU23,Dél-Dunántúl,53.605077928863,29.135733501623246,55.049892684087084,35.45845670417389,61.87592847999866,65.73165036985372,54.57344705786317,32.941066433280916,44.125980949181724,42.536046389773965,53.219887523451305,28.474055374456757,48.38016064497491,40.454353379124235,55.584045856829874,52.237971602033305,21.020320311555356,44.33959224343786,0.0,23.131484011374965,30.268060283094204,38.39338089795179,56.905659912150995,44.74744941744802,38.671413609870875,45.41282912795751,46.89241041599912,45.91287109109725,48.12457409797262,32.39448467914908,18.68661972562997,29.568862666292823,57.4450439106401,39.67106878542155,31.817417205638648,41.93728633748266,72.35824306861085,29.91641194391378,15.750464553868223,47.47782467129555,35.41253389854102,44.43768088921448,31.80845610911444,46.8150702848391,37.846950648612015,29.65093099851056
HU,HU31,Észak-Magyarország,32.91506546756234,38.301569891435534,55.049892684087084,38.370133761622085,35.280758175870595,71.49066308996017,47.904268326038576,44.71828621738602,44.125980949181724,42.536046389773965,48.69000544170134,2.135392948192938,39.16970948610144,39.35518347786665,53.70878944459613,42.37557804173455,30.779941800079747,35.33020278416077,0.0,7.133189891198599,12.33933839686195,18.27121987851454,50.51326187726611,49.79452068339269,21.858006715060764,16.43704520336421,49.9457699372486,40.95885937206112,21.00298359616081,72.61300286095792,20.685667761245327,28.70051628768521,35.60797275835937,39.71243578025552,0.0,26.23142791916765,77.09604754248551,30.972617333987717,7.488898968014242,43.35464448037815,21.899508203670635,35.42774168849455,28.41842911877744,42.20952280779521,33.72627463038646,29.090471805616865
HU,HU32,Észak-Alföld,35.213955741040195,47.01908565780076,55.049892684087084,48.58094765756501,30.585637279360135,32.67768689152878,56.547391080432696,39.176065142513025,44.125980949181724,42.536046389773965,50.735758639911,24.441341510148426,45.088338750648305,40.06150926279021,52.9074684226284,54.7391078775412,16.40441491484436,35.33020278416077,0.0,13.005456085763978,22.76070369246595,24.40172689075513,45.083725503942524,52.50548236707427,31.785908969919056,18.630850770035465,37.69011356366291,41.56258692884813,29.047589164816884,37.47157613558378,24.60919389140593,29.585889065873367,37.3514435980604,39.6835385286461,13.161616858728497,28.26528008844586,78.6864766061537,22.659258779857367,4.710126565403408,28.871993133837233,23.900796470862783,27.874567014000775,29.548438115556447,41.551587453931795,38.648015878457144,29.090471805616865
HU,HU33,Dél-Alföld,50.156742518646226,37.88309681137379,55.049892684087084,20.20670241184428,44.37847820385315,35.32456829681666,50.32419433903128,35.71217697071741,44.125980949181724,42.536046389773965,58.33427051897546,45.36104468124791,40.69924289154612,39.5377171076784,57.66582830565324,59.37461207094835,25.318173980942742,35.33020278416077,0.0,14.499460205936089,29.69122224461532,7.211388975175133,45.65428659018959,48.35367451087044,38.10533586678233,10.276839172151481,47.24245771762388,33.9155151444766,38.15828842446873,66.6623746902479,24.675770837531662,30.896921833575046,35.730064755097885,38.50270779116518,41.46132872217568,52.55851433260217,75.02011908043443,30.802261625911274,7.92550278376174,36.217494389873856,24.41050120981612,48.68128057667152,33.09989496257616,41.770899238552936,42.37545546852058,30.30480005688653
IE,IE04,Northern and Western,42.110626561473744,54.675707901919694,55.049892684087084,32.827696768462005,56.616667233309,56.677699819925046,58.042308113344575,54.41717309841375,77.65451366068662,58.94531630728185,58.91877143274965,72.20379634055031,61.18169023402288,71.16790192060812,76.63317950604386,47.902019333009,62.8913694002171,79.69555459987752,65.262456365827,58.48958152211495,69.60916988316006,73.25409606898677,79.75142012323828,73.88328644360281,71.75749578121318,44.76316521506125,72.74205607688134,60.419678242243556,37.98686211798984,59.956672999277814,42.693343477411325,65.83509377284584,67.02560657312175,59.884297876639096,57.855338960741335,51.42859646078095,33.43458440515281,60.904115243018474,72.7085099915299,69.35527624469317,60.97162138372458,63.678932299573255,76.2016666968609,47.47300563870252,52.80516349026742,59.915727414770046
IE,IE05,Southern,44.409516834951596,56.53703454944722,55.049892684087084,25.57153472409076,47.917734496486354,61.75497743770551,29.45820420202286,65.50161524815972,77.65451366068662,58.94531630728185,60.08777326029803,68.42312709276123,54.19903773090581,69.67471007602217,75.46837265967841,47.377290436318525,60.11298124961956,79.69555459987752,60.87110973673029,57.17195288835205,67.01646974255704,71.49464589748308,74.38426795399225,71.28962154331973,66.13448460229034,59.5112827779361,75.96095929389138,63.563794924671576,46.282192090316784,56.92790711060935,42.693343477411325,68.79768729986002,66.17132594995444,62.938807082694716,56.0663745026522,55.94826794806583,31.05731148893301,63.37427301012688,66.91362399868197,65.32630654306047,61.034689530893004,72.70187829552603,77.33167569363991,47.47300563870252,55.94200989959327,100.0
IE,IE06,Eastern and Midland,57.053413339079775,52.077243077714485,55.049892684087084,54.374672182725526,53.38626387316987,56.733945932688734,40.13932913435336,67.5799481512371,77.65451366068662,58.94531630728185,62.425776915394785,71.32164018273285,68.96236016606764,72.83174426171823,75.37750120357897,61.0013364094984,59.86284039064109,79.69555459987752,61.521349704121896,59.17952092483333,68.0503305536351,64.22034121199502,57.44739723227649,81.13900577945664,68.05313435905785,42.012572035460174,70.62338901464635,59.995293834953046,58.04707184790235,54.6644285999191,42.693343477411325,65.80104097368475,62.151607459560154,57.88179636891051,54.872603523021155,55.15732543779097,41.3867297234937,64.3112294045473,66.74861473310074,70.45926596239882,59.60616546256917,65.54353462824653,88.14747609138176,51.20130597726186,65.19754560049745,100.0
IT,ITC1,Piemonte,66.24897443299118,42.02694558112047,55.049892684087084,47.14033111944864,26.185570278414783,40.46471347292682,31.738724377463175,54.41717309841375,49.119385829601775,47.23286411196766,26.18672026139506,42.84059851605521,44.98858657203235,42.58339772328184,30.528307097777272,63.47547248772846,47.821183759580826,68.17736621696189,60.00709224581268,60.99515093198694,34.476902789731604,36.20378401496371,20.45086148942682,14.456083929220984,22.11648036812508,32.67120639673111,43.66809380617813,41.95015919050442,46.441705014672245,43.312576097708195,28.670387605080823,50.80078294322784,31.24159665237357,34.38308558754326,59.787171112917825,31.20306655518103,54.64588570691683,34.516016061977695,53.09150670296871,66.30677909557889,56.92565549344181,32.66443428950255,28.41842911877744,44.18332886938545,51.62805405927252,50.48133100105952
